,ID,Haus/Wohnung,ID.1,Miete/Kauf,address,balcony,builtInKitchen,city,floorplan,from,garden,livingSpace,numberOfRooms,postcode,price,privateOffer,quarter,title,url,price_sq_m,lat1,lon1
10,100541356,Wohnung,100541356.0,Miete,"Französische Straße 56, Mitte (Mitte), Berlin",False,True,Berlin,True,001.12875085,False,127.0,3.0,10117.0,2409.0,False,Mitte (Mitte),Viel Platz * hell und luxuriös * Bestlage * zentral & ruhig * Erstbezug,https://www.immobilienscout24.de/expose/100541356,18.968503937,52.51469,13.38749
11,100542224,Wohnung,100542224.0,Miete,"Dudenstraße 80, Kreuzberg (Kreuzberg), Berlin",False,True,Berlin,True,009.b3311039-ac86-4183-a304-b0a45ac5fe68,False,18.0,1.0,10965.0,499.0,False,Kreuzberg (Kreuzberg),Staytoo Studentenapartments,https://www.immobilienscout24.de/expose/100542224,27.7222222222,52.48526999999999,13.37393
12,100545021,Wohnung,100545021.0,Miete,"Französische Straße 56, Mitte (Mitte), Berlin",False,True,Berlin,True,001.12875085,False,128.0,3.0,10117.0,2439.0,False,Mitte (Mitte),Der pure Luxus *  Bestlage * zentral & ruhig * Erstbezug,https://www.immobilienscout24.de/expose/100545021,19.0546875,52.51469,13.38749
13,100551781,Wohnung,100551781.0,Miete,"Otto-Suhr-Allee 50, Charlottenburg (Charlottenburg), Berlin",True,False,Berlin,False,001.277060,False,61.7,2.0,10585.0,570.0,False,Charlottenburg (Charlottenburg),Zentrale Lage an der Otto-Suhr-Allee ( im Hochpaterre ),https://www.immobilienscout24.de/expose/100551781,9.23824959481,52.51582,13.3127
14,100554581,Wohnung,100554581.0,Miete,"Magistratsweg 37, Staaken (Spandau), Berlin",True,True,Berlin,False,009.857c1df7-f683-4d21-be6d-e67c3eba1e0f,True,120.0,4.0,13591.0,1050.0,True,Staaken (Spandau),"Schöne  vier Zimmer Wohnung in Berlin, Staaken (Spandau)",https://www.immobilienscout24.de/expose/100554581,8.75,52.524069999999995,13.1612
15,100568036,Wohnung,100568036.0,Miete,"Johannisthal (Treptow), Berlin",False,False,Berlin,True,001.150603,False,120.1,3.0,12489.0,1450.0,False,Johannisthal (Treptow),Auf der großen Terrasse die Sonne genießen,https://www.immobilienscout24.de/expose/100568036,12.073272273099999,52.4459114,13.504547
16,100595242,Wohnung,100595242.0,Miete,"Hektorstrasse 14, Wilmersdorf (Wilmersdorf), Berlin",True,True,Berlin,True,009.86dc3490-eb49-4042-bd10-5a7171aa57ee,False,64.0,2.0,10711.0,1095.0,False,Wilmersdorf (Wilmersdorf),"Moderner Umbau mit Kamin, Altbauwohnung am Kudamm",https://www.immobilienscout24.de/expose/100595242,17.109375,52.49965,13.29785
17,100596748,Wohnung,100596748.0,Miete,"Lichtenberg (Lichtenberg), Berlin",True,False,Berlin,False,001.719270,False,69.0,2.0,10318.0,621.0,False,Lichtenberg (Lichtenberg),"SANIERTE UND MODERNISIERTE 2 - 2,5 ZIMMERWOHNUNG IN LICHTENBERG",https://www.immobilienscout24.de/expose/100596748,9.0,52.5196723,13.4950457
18,100604100,Wohnung,100604100.0,Miete,"Friedrichshain (Friedrichshain), Berlin",True,True,Berlin,True,009.8f1bca96-c1f9-4870-b7fb-cb786232cb8a,False,80.0,2.0,10245.0,1270.0,False,Friedrichshain (Friedrichshain),Modern möblierte Dachgeschosswohnung in perfekter Lage und Traumblick,https://www.immobilienscout24.de/expose/100604100,15.875,52.5122154,13.4502904
19,100618542,Wohnung,100618542.0,Miete,"Badenallee 1, Charlottenburg (Charlottenburg), Berlin",False,False,Berlin,True,001.942945,False,195.0,5.5,14052.0,1900.0,False,Charlottenburg (Charlottenburg),"Westend, exklusive, helle Altbau-Etagenwohnung mit Wintergarten, 2.OG, Fahrstuhl",https://www.immobilienscout24.de/expose/100618542,9.74358974359,52.50966,13.2646
20,100662492,Wohnung,100662492.0,Miete,"Alt-Reinickendorf 1, Reinickendorf (Reinickendorf), Berlin",True,False,Berlin,False,001.15797758,False,86.94,3.0,13407.0,634.66,False,Reinickendorf (Reinickendorf),3 Zimmer-Balkonwohnung (WBS-pflichtig !),https://www.immobilienscout24.de/expose/100662492,7.299976995630001,52.57465,13.35865
21,100665876,Wohnung,100665876.0,Miete,"Nestorstraße 13, Wilmersdorf (Wilmersdorf), Berlin",True,False,Berlin,True,002.01000684219,False,143.5,4.5,10709.0,2150.0,False,Wilmersdorf (Wilmersdorf),Hochwertig sanierte einzigartige Altbauwohnung mit Ausblick,https://www.immobilienscout24.de/expose/100665876,14.982578397200001,52.49661,13.299420000000001
22,100671373,Wohnung,100671373.0,Miete,"Friedrichshain (Friedrichshain), Berlin",True,True,Berlin,True,009.8f1bca96-c1f9-4870-b7fb-cb786232cb8a,False,80.0,2.0,10245.0,1270.0,False,Friedrichshain (Friedrichshain),A temporary dream in Friedrichshain,https://www.immobilienscout24.de/expose/100671373,15.875,52.5122154,13.4502904
23,100721038,Wohnung,100721038.0,Miete,"Kleiststr. 1, Schöneberg (Schöneberg), Berlin",True,True,Berlin,False,002.01005753173,False,200.0,4.0,10787.0,4900.0,False,Schöneberg (Schöneberg),Anspruchsvolles Wohnen…200 m² exklusiv möbliertes 4-Zimmer LUXUS Penthouse nähe KaDeWe... Erstbezug,https://www.immobilienscout24.de/expose/100721038,24.5,52.500240000000005,13.352170000000001
24,100723183,Wohnung,100723183.0,Miete,"Fürstenwalder Damm 371, Friedrichshagen (Köpenick), Berlin",True,False,Berlin,False,001.719270,False,124.0,2.5,12587.0,1240.0,False,Friedrichshagen (Köpenick),EXKLUSIV SANIERTE 3 -ZIMMERWOHNUNG MIT BALKON UND WINTERGARTEN,https://www.immobilienscout24.de/expose/100723183,10.0,52.45394,13.610339999999999
