ID,Haus/Wohnung,ID,Miete/Kauf,address,balcony,builtInKitchen,city,floorplan,from,garden,lat,livingSpace,lon,numberOfRooms,postcode,price,privateOffer,quarter,title,url,price_sq_m
104135325,Wohnung,104135325,Miete,"Choriner Str. 46, Prenzlauer Berg (Prenzlauer Berg), Berlin",true,true,Berlin,false,001.377811,false,52.53705,38,13.41009,1.5,10435,780,false,Prenzlauer Berg (Prenzlauer Berg),"Neu - Wunderschöne 1,5-Zi.-Altbauwohnung nahe Kastanienallee u. U-Bhf. Eberswalder Str.",https://www.immobilienscout24.de/expose/104135325,20.5263157895
104135463,Wohnung,104135463,Miete,"Tino-Schwierzina-Straße 30, Heinersdorf (Weißensee), Berlin",false,true,Berlin,true,001.911796,false,52.56096,21,13.43344,1,13089,485,false,Heinersdorf (Weißensee),Fully furnished apartments! *good transport access*,https://www.immobilienscout24.de/expose/104135463,23.0952380952
104137590,Wohnung,104137590,Miete,"Sonnenallee 149, Neukölln (Neukölln), Berlin",true,false,Berlin,false,001.202479,false,52.47903,77.91,13.44638,2,12059,934.92,false,Neukölln (Neukölln),+WG-S-WILLKOMMEN IM HERZEN VON NEUKÖLLN-WOHNEN AUF DER SONNENALLEE+,https://www.immobilienscout24.de/expose/104137590,12.0
104140681,Wohnung,104140681,Miete,"Bachstraße 4, Tiergarten (Tiergarten), Berlin",true,true,Berlin,true,001.3249144,false,52.51732,42.2,13.33714,1,10555,680,false,Tiergarten (Tiergarten),Umfassend modernisierte Wohnung mit Einbauküche,https://www.immobilienscout24.de/expose/104140681,16.1137440758
104142945,Wohnung,104142945,Miete,"Richardstraße 76, Neukölln (Neukölln), Berlin",true,true,Berlin,true,002.01000518246,false,52.47482,160,13.44494,4,12043,1995,false,Neukölln (Neukölln),Traumwohnung! 4 Zi. mit Terrasse im DG in saniertem Altbau - Nähe Richardplatz - Erstbezug,https://www.immobilienscout24.de/expose/104142945,12.46875
104143966,Wohnung,104143966,Miete,"Uhlandstraße 42, Wilmersdorf (Wilmersdorf), Berlin",false,true,Berlin,false,001.911796,false,52.49897,42,13.32418,1,10719,750,false,Wilmersdorf (Wilmersdorf),TOP Single-Whg in der CityWest! *neue EBK*,https://www.immobilienscout24.de/expose/104143966,17.8571428571
104143974,Wohnung,104143974,Miete,"Uhlandstraße 42, Wilmersdorf (Wilmersdorf), Berlin",true,true,Berlin,false,001.911796,false,52.49897,55,13.32418,1,10719,907,false,Wilmersdorf (Wilmersdorf),Exklusive Single-Whg im bester Citylage! *sonniger Balkon*,https://www.immobilienscout24.de/expose/104143974,16.4909090909
104144691,Wohnung,104144691,Miete,"Charlottenburg (Charlottenburg), Berlin",true,true,Berlin,true,002.01000622582,false,,321.29,,6,10585,4016.12,false,Charlottenburg (Charlottenburg),Exklusive Dachgeschosswohnung mit Weitblick im Herzen von Berlin - zzgl. Einliegerwohnung,https://www.immobilienscout24.de/expose/104144691,12.4999844377
104145576,Wohnung,104145576,Miete,"Kiefholzstraße 26, Treptow (Treptow), Berlin",true,true,Berlin,true,001.202479,false,52.48978,147.82,13.45248,5,12435,2069.48,false,Treptow (Treptow),+SPREEGEFLÜSTER-LICHTDURCHFLUTETE 5 ZIMMER ÜBER DEN DÄCHERN VON BERLIN+,https://www.immobilienscout24.de/expose/104145576,14.0
104149159,Wohnung,104149159,Miete,"Lütticher Straße 43, Wedding (Wedding), Berlin",true,false,Berlin,false,001.3971636,false,52.54585,45.3,13.34927,1,13353,639,false,Wedding (Wedding),"Sonnige 1-Zimmer-Wohnung mit Balkon nahe Sprengelkiez, Erstbezug nach Sanierung",https://www.immobilienscout24.de/expose/104149159,14.1059602649
104149354,Wohnung,104149354,Miete,"Mitte (Mitte), Berlin",false,true,Berlin,true,001.1011756,false,,150,,3,10117,3000,false,Mitte (Mitte),Dachgeschoss-Maisonette am Puls der Zeit - Erstbezug nach Sanierung!,https://www.immobilienscout24.de/expose/104149354,20.0
104156579,Wohnung,104156579,Miete,"Wasserwerkstr. 35, Spandau (Spandau), Berlin",true,false,Berlin,true,001.22352,false,52.55469,54.07,13.16506,1.5,13589,534.22,false,Spandau (Spandau),Frisch renoviert mit neuem Badezimmer,https://www.immobilienscout24.de/expose/104156579,9.88015535417
104157919,Wohnung,104157919,Miete,"Sonnenallee 99, Neukölln (Neukölln), Berlin",false,true,Berlin,true,001.3249144,false,52.48244,24.4,13.43954,1,12045,700,false,Neukölln (Neukölln),Wohnen im Seitenflügel auf der Sonnenallee,https://www.immobilienscout24.de/expose/104157919,28.6885245902
104159483,Wohnung,104159483,Miete,"Togostraße 24 a, Wedding (Wedding), Berlin",false,true,Berlin,false,001.390931,false,52.55407,71.48,13.33965,2,13351,786.28,false,Wedding (Wedding),Großzügige Altbauwohnung mit abgezogenen Dielen,https://www.immobilienscout24.de/expose/104159483,11.0
104160156,Wohnung,104160156,Miete,"Gubener Str. 38, Friedrichshain (Friedrichshain), Berlin",true,false,Berlin,false,009.da31a3c4-9051-4e63-adc6-cf87b084a1c6,false,52.51029,109,13.44997,4,10243,1690,true,Friedrichshain (Friedrichshain),"4 Zimmer, 109m², Dachgeschoß +Terrasse +Aufzug +Eckbadwanne, Erstbezug, ruhiger Kiez, ab 15.06.",https://www.immobilienscout24.de/expose/104160156,15.504587156
104161819,Wohnung,104161819,Miete,"Betckestr. 7g, Spandau (Spandau), Berlin",false,false,Berlin,true,001.22352,false,52.52004,64.54,13.20105,1.5,13595,506.64,false,Spandau (Spandau),Möbel rein - glücklich sein!,https://www.immobilienscout24.de/expose/104161819,7.85001549427
104161822,Wohnung,104161822,Miete,"Götelstr. 83, Spandau (Spandau), Berlin",false,false,Berlin,true,001.22352,false,52.51874,41.51,13.2025,1.5,13595,461.6,false,Spandau (Spandau),Klein aber fein - gemütliche Singlewohnung!,https://www.immobilienscout24.de/expose/104161822,11.1202119971
104162459,Wohnung,104162459,Miete,"Baumschulenstr 95, Baumschulenweg (Treptow), Berlin",true,false,Berlin,false,001.15258291,false,52.46696,51,13.48847,2,12437,600,false,Baumschulenweg (Treptow),2 Zim. Wohnung im Hinterhaus,https://www.immobilienscout24.de/expose/104162459,11.7647058824
104163168,Wohnung,104163168,Miete,"Winckelmannstraße 43, Johannisthal (Treptow), Berlin",true,false,Berlin,false,001.15258291,false,52.44206,56,13.50667,2,12487,625,false,Johannisthal (Treptow),2 Zimmerwohnung und Balkon,https://www.immobilienscout24.de/expose/104163168,11.1607142857
104163414,Wohnung,104163414,Miete,"Bismarckstraße 65, Spandau (Spandau), Berlin",true,true,Berlin,true,001.15258291,false,52.54169,79,13.20547,2,13585,750,false,Spandau (Spandau),"Großzügige 2 Zimmerwohnung, Wintergarten, Parkett",https://www.immobilienscout24.de/expose/104163414,9.49367088608
104163948,Wohnung,104163948,Miete,"Plauener Straße 79, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",true,true,Berlin,true,001.91947,false,52.53884,76.15,13.50773,3,13055,799.58,false,Alt-Hohenschönhausen (Hohenschönhausen),"Am schönsten ist es hier - bei uns zu Hause - Wohngebiet ""Weiße Taube""",https://www.immobilienscout24.de/expose/104163948,10.5000656599
104163977,Wohnung,104163977,Miete,"wielandstrasse 25, Charlottenburg (Charlottenburg), Berlin",false,true,Berlin,false,009.26517a07-e15a-424d-a1e2-fef2b8f4881e,false,52.49992,40,13.31516,2,10707,1300,false,Charlottenburg (Charlottenburg),Allerbeste Adresse Ku'damm Wohnung 2 Zimmer komplett möbliert,https://www.immobilienscout24.de/expose/104163977,32.5
104164169,Wohnung,104164169,Miete,"Fritschestraße 23, Charlottenburg (Charlottenburg), Berlin",true,true,Berlin,false,001.7016673,false,52.51291,102,13.29935,3,10585,1349,false,Charlottenburg (Charlottenburg),"Moderne großzügige Altbauwhg! EBK, Balkon, Dielen...",https://www.immobilienscout24.de/expose/104164169,13.2254901961
104164394,Wohnung,104164394,Miete,"Weverstr. 8b, Spandau (Spandau), Berlin",false,false,Berlin,true,001.22352,false,52.51995,51,13.20022,1.5,13595,488.16,false,Spandau (Spandau),Pärchen aufgepasst!,https://www.immobilienscout24.de/expose/104164394,9.57176470588
104164544,Wohnung,104164544,Miete,"Hausburgstr. 6, Friedrichshain (Friedrichshain), Berlin",false,true,Berlin,true,001.453922,false,52.52655,38,13.45245,1,10249,990,false,Friedrichshain (Friedrichshain),Vollmöbliert - Tolle Single-Wohnung mit 38m² in Herzen Friedrichshains,https://www.immobilienscout24.de/expose/104164544,26.0526315789
104168909,Wohnung,104168909,Miete,"Plauener Straße 58, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",true,true,Berlin,true,001.91947,false,52.53823,89.51,13.50767,3,13055,939.86,false,Alt-Hohenschönhausen (Hohenschönhausen),"Am schönsten ist es hier - bei uns zu Hause - Wohngebiet ""Weiße Taube""",https://www.immobilienscout24.de/expose/104168909,10.5000558597
104182653,Wohnung,104182653,Miete,"Mitte (Mitte), Berlin",true,true,Berlin,true,001.5408770,false,,137.67,,4,10115,2237.14,false,Mitte (Mitte),großzügige Familienwohnung oder WG I sanierter Altbau I EBK I Fußbodenheizug I 2 Bäder I 137 m²,https://www.immobilienscout24.de/expose/104182653,16.2500181594
104184098,Wohnung,104184098,Miete,"Küllstedter Straße 20, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",true,true,Berlin,true,001.91947,false,52.53691,68.8,13.5077,2,13055,722.4,false,Alt-Hohenschönhausen (Hohenschönhausen),"Am schönsten ist es hier - bei uns zu Hause - Wohngebiet ""Weiße Taube""",https://www.immobilienscout24.de/expose/104184098,10.5
104184379,Wohnung,104184379,Miete,"Luisenstraße 48, Mitte (Mitte), Berlin",true,true,Berlin,false,001.377554,false,52.52389,45.22,13.37957,1,10117,814,false,Mitte (Mitte),Komfortwohnung Nähe Charité mit großer Terrasse,https://www.immobilienscout24.de/expose/104184379,18.0008845644
104184559,Wohnung,104184559,Miete,"Gropiusstraße 6, Wedding (Wedding), Berlin",true,false,Berlin,true,001.14208650,false,52.55271,105,13.37769,3,13357,1102.5,true,Wedding (Wedding),Erstbezug nach Sanierung - schöne  3-Zimmer Wohnung in Berlin Wedding,https://www.immobilienscout24.de/expose/104184559,10.5
104185180,Wohnung,104185180,Miete,"Westerwaldstr. 1, Spandau (Spandau), Berlin",true,false,Berlin,true,001.22352,false,52.54972,40.75,13.17753,1,13589,356.18,false,Spandau (Spandau),Nie wieder Treppen steigen! Mieter ab 50+,https://www.immobilienscout24.de/expose/104185180,8.74061349693
104187103,Wohnung,104187103,Miete,"Kaiserdamm 13, Charlottenburg (Charlottenburg), Berlin",true,true,Berlin,false,001.439080,false,52.5107,190,13.28849,5,14057,3990,false,Charlottenburg (Charlottenburg),** Speziell Wohnen über den Dächern von Charlottenburg ** mit Blick auf den Lietzensee,https://www.immobilienscout24.de/expose/104187103,21.0
104187465,Wohnung,104187465,Miete,"Alte Hellersdorfer Str. 125, Hellersdorf (Hellersdorf), Berlin",true,false,Berlin,true,001.22352,false,52.54614,69.4,13.59127,3,12629,516.53,false,Hellersdorf (Hellersdorf),Sie müssen nur noch einziehen!,https://www.immobilienscout24.de/expose/104187465,7.44279538905
104187470,Wohnung,104187470,Miete,"Gensinger Str. 98, Friedrichsfelde (Lichtenberg), Berlin",false,false,Berlin,false,001.22352,false,52.51241,77.83,13.53211,3,10315,624.95,false,Friedrichsfelde (Lichtenberg),"Jetzt anschauen, im Sommer einziehen!",https://www.immobilienscout24.de/expose/104187470,8.02968007195
104188235,Wohnung,104188235,Miete,"Südekumzeile 27, Staaken (Spandau), Berlin",true,false,Berlin,false,001.146060,false,52.5298,93.36,13.14939,3,13591,840.24,false,Staaken (Spandau),Ansehen: frisch modernisiertes Wohnglück,https://www.immobilienscout24.de/expose/104188235,9.0
104189549,Wohnung,104189549,Miete,"Seeburger Straße 22, Spandau (Spandau), Berlin",true,false,Berlin,false,009.8b19ce59-4f72-4b37-8627-a372514b260a,false,52.52765,93.95,13.18673,3,13581,899,false,Spandau (Spandau),Charmante 3-Zimmer-Wohnung mit Balkon sucht Nachmieter,https://www.immobilienscout24.de/expose/104189549,9.56891963811
104190630,Wohnung,104190630,Miete,"Rüsternallee 45, Charlottenburg (Charlottenburg), Berlin",false,true,Berlin,false,001.377554,false,,211,,6.5,14052,2110,false,Charlottenburg (Charlottenburg),Grosse Zimmer mit Freiraum - Bauhausstil im Westend,https://www.immobilienscout24.de/expose/104190630,10.0
104192117,Wohnung,104192117,Miete,"Fridrich-Wilhelm-Str. 64, Tempelhof (Tempelhof), Berlin",true,true,Berlin,false,002.01007572169,false,52.45851,70,13.37729,2,12103,950,false,Tempelhof (Tempelhof),Möbliertes Wohnen im idyllischen Kiez mit super Anbindung,https://www.immobilienscout24.de/expose/104192117,13.5714285714
104192147,Wohnung,104192147,Miete,"Eichhornstraße 2, Tiergarten (Tiergarten), Berlin",true,true,Berlin,true,001.820474,false,52.5062,179.13,13.37396,5,10785,2950,false,Tiergarten (Tiergarten),+++ PENTHOUSE-MAISONETTE ++ POTSDAMER PLATZ ++ FEINSCHMECKER-EB-KÜCHE ++ BÄDER IM SPITZENDESIGN +++,https://www.immobilienscout24.de/expose/104192147,16.468486574
104194443,Wohnung,104194443,Miete,"Bahrfeldtstraße 36, Friedrichshain (Friedrichshain), Berlin",true,false,Berlin,false,009.c7c2bd68-019b-46ce-ad2b-8a4b49f396eb,false,52.49543,129,13.47051,3,10245,1550,true,Friedrichshain (Friedrichshain),Neubau auf Stralau in Friedrichshain mit Wasserblick vom Balkon,https://www.immobilienscout24.de/expose/104194443,12.015503876
104196583,Wohnung,104196583,Miete,"Antonienstraße 48, Reinickendorf (Reinickendorf), Berlin",true,true,Berlin,true,001.1495,false,52.57263,79.93,13.31107,3,13403,829,false,Reinickendorf (Reinickendorf),Frisch gemalerte Familienwohnung mit EBK und Badewanne im Herzen Reinickendorfs!,https://www.immobilienscout24.de/expose/104196583,10.3715751282
104204957,Wohnung,104204957,Miete,"Dieselstraße 21, Neukölln (Neukölln), Berlin",true,false,Berlin,false,001.1633040,false,52.47625,70,13.46565,3,12057,650,false,Neukölln (Neukölln),Modernisierte 3- Zimmerwohnung zu vermieten!,https://www.immobilienscout24.de/expose/104204957,9.28571428571
104205057,Wohnung,104205057,Miete,"Dieselstraße 3, Neukölln (Neukölln), Berlin",true,false,Berlin,false,001.1633040,false,52.47427,78,13.46683,3,12057,680,false,Neukölln (Neukölln),Schnell zuschlagen! 3-Zimmerwohnung in Neukölln!!,https://www.immobilienscout24.de/expose/104205057,8.71794871795
104207022,Wohnung,104207022,Miete,"Griebenowstraße 18, Mitte (Mitte), Berlin",false,false,Berlin,false,001.977006,false,52.53565,77.62,13.4054,3,10435,1281,false,Mitte (Mitte),Hier lohnt sich eine Besichtigung! Erstbezug nach Sanierung!,https://www.immobilienscout24.de/expose/104207022,16.5034784849
104207796,Wohnung,104207796,Miete,"Stralauer Allee 5, Friedrichshain (Friedrichshain), Berlin",false,true,Berlin,false,001.5759162,false,52.50109,63,13.45144,2,10245,910,false,Friedrichshain (Friedrichshain),The White - Wohnen direkt an der Spree,https://www.immobilienscout24.de/expose/104207796,14.4444444444
104212073,Wohnung,104212073,Miete,"Kiefholzstraße 25, Treptow (Treptow), Berlin",true,true,Berlin,true,001.202479,true,52.48987,85.88,13.45229,3,12435,1245.26,false,Treptow (Treptow),+LUFTIGE TERRASSENWOHNUNG MIT GARTENBLICK-FAMILIENFREUNDLICHER NEUBAU UNWEIT DER SPREE++,https://www.immobilienscout24.de/expose/104212073,14.5
104212287,Wohnung,104212287,Miete,"Kaiserdamm 13, Charlottenburg (Charlottenburg), Berlin",true,true,Berlin,false,001.439080,false,52.5107,81,13.28849,2.5,14057,1692.9,false,Charlottenburg (Charlottenburg),* Traumhafte DG-Wohnung mit Blick auf den Lietzensee * Erstbezug,https://www.immobilienscout24.de/expose/104212287,20.9
104212694,Wohnung,104212694,Miete,"Kaiserdamm 13, Charlottenburg (Charlottenburg), Berlin",true,true,Berlin,false,001.439080,false,52.5107,190,13.28849,5,14057,3990,false,Charlottenburg (Charlottenburg),Erstbezug  *Ausgebaute DG-Familienwohnung mit Blick auf den Lietzensee,https://www.immobilienscout24.de/expose/104212694,21.0
104212766,Wohnung,104212766,Miete,"Greifswalder Str. 2, Prenzlauer Berg (Prenzlauer Berg), Berlin",true,true,Berlin,false,001.439080,false,52.5286,147.81,13.42469,4,10405,2512.77,false,Prenzlauer Berg (Prenzlauer Berg),Erstbezug Altbau - nach Sanierung ! Tolle 4 Zi.-Wohnung mit Rosetten-Stuck in bester Lage!,https://www.immobilienscout24.de/expose/104212766,17.0
104212793,Wohnung,104212793,Miete,"Greifswalder Str. 2, Prenzlauer Berg (Prenzlauer Berg), Berlin",false,true,Berlin,false,001.439080,false,52.5286,146.61,13.42469,4,10405,2492.37,false,Prenzlauer Berg (Prenzlauer Berg),Sehr schöne 4 Zi.- Altbwohnung * Familienwohnung in bester Lage! Erstbezug nach Sanierung,https://www.immobilienscout24.de/expose/104212793,17.0
104212867,Wohnung,104212867,Miete,"Greifswalder Str. 2, Prenzlauer Berg (Prenzlauer Berg), Berlin",false,true,Berlin,false,001.439080,false,52.5286,149.49,13.42469,4,10405,2690.82,false,Prenzlauer Berg (Prenzlauer Berg),Ihr Stadtdomizil - Erstbezug nach Sanierung - 4 Zi.-Wohnung in bester Kiezlage!  *Familienwohnung*,https://www.immobilienscout24.de/expose/104212867,18.0
104212997,Wohnung,104212997,Miete,"Greifswalder Str. 2, Prenzlauer Berg (Prenzlauer Berg), Berlin",true,true,Berlin,false,001.439080,false,52.52855,138.33,13.42465,4,10405,2489.94,false,Prenzlauer Berg (Prenzlauer Berg),+ Diese Wohnung wartet auf Sie! + Erstbezug nach kompletter Sanierung mit Altbau-Charme,https://www.immobilienscout24.de/expose/104212997,18.0
104213465,Wohnung,104213465,Miete,"Friedrichshain (Friedrichshain), Berlin",true,false,Berlin,false,009.4121573e-d1a6-4975-8abe-90d477a49a0a,false,,78.5,,3,10425,1033,true,Friedrichshain (Friedrichshain),Wunderschöne und helle 3-Zimmer Dachgeschosswohnung mit Südterrasse,https://www.immobilienscout24.de/expose/104213465,13.1592356688
104215146,Wohnung,104215146,Miete,"Uhlandstraße 107, Wilmersdorf (Wilmersdorf), Berlin",true,false,Berlin,false,001.377554,false,52.48824,42.46,13.32295,1,10717,552,false,Wilmersdorf (Wilmersdorf),Komfortwohnung in zentraler Citylage,https://www.immobilienscout24.de/expose/104215146,13.0004710316
104216378,Wohnung,104216378,Miete,"Spandau (Spandau), Berlin",true,false,Berlin,true,001.5394580,false,,123.3,,4,13585,1233,false,Spandau (Spandau),PROVISIONFREIE  VERMIETUNG einer BEZUGSFREIEN KERN-& GRUNDSANIERTEN hochwertigen ALTBAUWOHNUNG,https://www.immobilienscout24.de/expose/104216378,10.0
104217522,Wohnung,104217522,Miete,"Grünstraße 17, Köpenick (Köpenick), Berlin",false,false,Berlin,false,001.15345027,false,52.44515,82,13.57631,2,12555,829,false,Köpenick (Köpenick),Dem Köpenicker Sternenhimmel so nah,https://www.immobilienscout24.de/expose/104217522,10.1097560976
104220963,Wohnung,104220963,Miete,"Soldiner Straße 35, Wedding (Wedding), Berlin",true,false,Berlin,false,002.01007643599,false,52.55992,86.3,13.38284,2,13359,1079,false,Wedding (Wedding),"*WG-geeignet* Frisch sanierte 2-Zimmerwohnung in Wedding unweit vom U-Bhf. Osloer Straße (U8, U9)",https://www.immobilienscout24.de/expose/104220963,12.5028968714
104222186,Wohnung,104222186,Miete,"Motzstr. 19, Schöneberg (Schöneberg), Berlin",false,false,Berlin,false,002.01000732049,false,52.49788,168.22,13.34914,4.5,10777,2523,false,Schöneberg (Schöneberg),Wohnen in der Motzstraße,https://www.immobilienscout24.de/expose/104222186,14.9982166211
104229891,Wohnung,104229891,Miete,"Hauptstr. 143, Rosenthal (Pankow), Berlin",true,true,Berlin,true,001.15927639,true,52.59889,81.34,13.37781,2,13158,1098,false,Rosenthal (Pankow),Gutshof Rosenthal - 2 Zimmer mit Gartenterrasse!,https://www.immobilienscout24.de/expose/104229891,13.4988935333
104229895,Wohnung,104229895,Miete,"Hauptstr. 143, Rosenthal (Pankow), Berlin",true,true,Berlin,true,001.15927639,true,52.59889,88.27,13.37781,2,13158,1192,false,Rosenthal (Pankow),Gutshof Rosenthal - 2 Zimmer mit Gartenterrasse!,https://www.immobilienscout24.de/expose/104229895,13.5040217514
104232950,Wohnung,104232950,Miete,"Prenzlauer Berg (Prenzlauer Berg), Berlin",true,true,Berlin,true,009.26b4e6c6-6ce6-452c-ad13-8c42e00d662a,true,,145,,5.5,10437,2040,true,Prenzlauer Berg (Prenzlauer Berg),"Schöne 5 Zimmer Altbau Wohnung in Berlin, Prenzlauer Berg",https://www.immobilienscout24.de/expose/104232950,14.0689655172
104246821,Wohnung,104246821,Miete,"Kirchstr. 65 a, Rosenthal (Pankow), Berlin",true,true,Berlin,false,001.377811,false,52.59241,64,13.39299,2,13158,640,false,Rosenthal (Pankow),Zw. Friedrich-Engels- und Dietzgenstr./Helle Wohnung mit gutem Grundriss in gepflegter Wohnanlage,https://www.immobilienscout24.de/expose/104246821,10.0
104250128,Wohnung,104250128,Miete,"Beuthstr. 12, Mitte (Mitte), Berlin",true,true,Berlin,true,001.15932030,false,52.51029,63,13.40145,2,10117,1250,true,Mitte (Mitte),Charmante zwei Zimmer-Wohnung mit Einbauküche und Balkon,https://www.immobilienscout24.de/expose/104250128,19.8412698413
104269668,Wohnung,104269668,Miete,"Möllhausenufer 08, Köpenick (Köpenick), Berlin",false,false,Berlin,true,001.240595,false,52.41376,119.47,13.59177,3,12557,1553.11,false,Köpenick (Köpenick),Großzügige 3-Zimmer-Wohnung mit Wasserblick,https://www.immobilienscout24.de/expose/104269668,13.0
104270608,Wohnung,104270608,Miete,"Möllhausenufer 08, Köpenick (Köpenick), Berlin",true,true,Berlin,false,001.240595,false,52.41376,229.8,13.59177,4,12557,2500,false,Köpenick (Köpenick),Exklusives Apartment im DG mit Wasserblick sowie Außen- und Innenkamin auf der Terrasse!,https://www.immobilienscout24.de/expose/104270608,10.8790252393
104273620,Wohnung,104273620,Miete,"Markgraf-Albrecht-Str. 5, Wilmersdorf (Wilmersdorf), Berlin",true,false,Berlin,true,001.15585558,false,52.49981,127.98,13.29955,4,10711,1791,true,Wilmersdorf (Wilmersdorf),Sanierte 4-Zimmerwohnung in Ku'damm-Seitenstraße,https://www.immobilienscout24.de/expose/104273620,13.994374121
104274738,Wohnung,104274738,Miete,"Brüder-Grimm-Gasse 1, Tiergarten (Tiergarten), Berlin",true,true,Berlin,true,001.820474,true,52.50634,108.96,13.37409,3,10785,1743.36,false,Tiergarten (Tiergarten),+ POTSDAMER PLATZ BERLIN ++ BILDSCHÖNE PENTHOUSE - MAISONETTE ++ HERRLICHE AUSSICHTSLAGE +,https://www.immobilienscout24.de/expose/104274738,16.0
104275130,Wohnung,104275130,Miete,"Hohenstaufenstraße 32, Schöneberg (Schöneberg), Berlin",true,false,Berlin,true,009.b81501ed-791d-46b5-8c3b-09671a0dece2,false,52.49457,150,13.34127,3,10779,1693,false,Schöneberg (Schöneberg),Charmante Dachgeschosswohnung unmittelbar Viktoria-Luise-Platz,https://www.immobilienscout24.de/expose/104275130,11.2866666667
104278782,Wohnung,104278782,Miete,"Friedrichshain (Friedrichshain), Berlin",false,true,Berlin,false,001.182438,false,,65,,2,10247,849,false,Friedrichshain (Friedrichshain),"Eine Wohnung zum Verlieben! Komplett saniert und mit tollem Ambiente, Toplage Rigaer Straße!",https://www.immobilienscout24.de/expose/104278782,13.0615384615
104281829,Wohnung,104281829,Miete,"Janusz-Korczak-Str. 22, Hellersdorf (Hellersdorf), Berlin",true,false,Berlin,true,001.1495,false,52.53827,68.74,13.6033,3,12627,549,false,Hellersdorf (Hellersdorf),Schöne 3 Zimmer-Wohnung mit Laminat und offener Küche !!WBS erforderlich!!,https://www.immobilienscout24.de/expose/104281829,7.98661623509
104288899,Wohnung,104288899,Miete,"Kreuzberg (Kreuzberg), Berlin",false,true,Berlin,false,002.01007851690,false,,75,,3,10961,1200,false,Kreuzberg (Kreuzberg),3 Zimmer Altbau - EBK - Zwischenmieter für 2 Jahre gesucht,https://www.immobilienscout24.de/expose/104288899,16.0
104290238,Wohnung,104290238,Miete,"Brandenburgische Straße 28, Wilmersdorf (Wilmersdorf), Berlin",false,false,Berlin,true,001.136243,false,52.49799,235,13.30801,6,10707,2220,false,Wilmersdorf (Wilmersdorf),"Sonnige, herrschaftliche Wohnung, unweit Kurfürstendamm",https://www.immobilienscout24.de/expose/104290238,9.44680851064
104291254,Wohnung,104291254,Miete,"Hultschiner Damm 176, Mahlsdorf (Hellersdorf), Berlin",false,false,Berlin,false,002.01002871431,false,52.49044,51.14,13.60765,2,12623,486,false,Mahlsdorf (Hellersdorf),"12623 Berlin, Hultschiner Damm 176 - 2-Raum-WHG",https://www.immobilienscout24.de/expose/104291254,9.50332420806
104291295,Wohnung,104291295,Miete,"Charlottenburg (Charlottenburg), Berlin",true,false,Berlin,false,001.178607,false,,135,,4,14057,1848,false,Charlottenburg (Charlottenburg),Ihr neues Zuhause am Lietzenseepark  - Altbauwohnung mit Balkon - renoviert & neues Bad,https://www.immobilienscout24.de/expose/104291295,13.6888888889
104291822,Wohnung,104291822,Miete,"Friedenfelser Straße 11, Marienfelde (Tempelhof), Berlin",true,true,Berlin,false,001.319589,false,52.41434,50.24,13.36147,2,12279,577.76,false,Marienfelde (Tempelhof),Marienfelde - Helle Zweizimmerwohnung mit Balkon - Nachmieter gesucht,https://www.immobilienscout24.de/expose/104291822,11.5
104293125,Wohnung,104293125,Miete,"Soldiner Straße 72, Wedding (Wedding), Berlin",false,true,Berlin,false,001.377554,false,52.55953,62.32,13.3819,2,13359,748,false,Wedding (Wedding),Altbau - saniert - Wohlfühlambiente,https://www.immobilienscout24.de/expose/104293125,12.0025673941
104293489,Wohnung,104293489,Miete,"Niederschönhausen (Pankow), Berlin",false,true,Berlin,true,002.01005936934,false,,56.07,,2,13156,580,false,Niederschönhausen (Pankow),Hübsche Altbauwohnung in bester Lage,https://www.immobilienscout24.de/expose/104293489,10.3442125914
104294959,Wohnung,104294959,Miete,"Aachener Str. 4a, Wilmersdorf (Wilmersdorf), Berlin",true,false,Berlin,false,001.4011343,false,52.48166,72.29,13.31858,2,10713,830,false,Wilmersdorf (Wilmersdorf),"Wohnen im schönen Wilmersdorf!!!!BESICHTIGUNG AM MITTWOCH, DEN 20.06.2018 UM 14:30 UHR!!!",https://www.immobilienscout24.de/expose/104294959,11.4815327155
104296314,Wohnung,104296314,Miete,"Flottwellstrasse 39, Tiergarten (Tiergarten), Berlin",false,false,Berlin,true,009.bd17633f-6b7a-4b29-a579-e528ef3779b1,false,52.5023,105,13.3721,3,10785,1800,true,Tiergarten (Tiergarten),"Stilvolle, geräumige und neuwertige 3-Zimmer-Wohnung mit Terrasse  in Tiergarten, Berlin",https://www.immobilienscout24.de/expose/104296314,17.1428571429
104296924,Wohnung,104296924,Miete,"Hochstraße 2 A, Lichterfelde (Steglitz), Berlin",true,true,Berlin,true,001.1232304,false,52.41982,103.83,13.31929,2,12209,885,false,Lichterfelde (Steglitz),Familenfreundliches Wohnen in guter Lage,https://www.immobilienscout24.de/expose/104296924,8.52354810748
104312647,Wohnung,104312647,Miete,"Zweibrücker Str. 91, Spandau (Spandau), Berlin",true,false,Berlin,true,001.22352,false,52.54924,53.39,13.18898,1.5,13583,450.22,false,Spandau (Spandau),In ruhiger und doch zentraler Lage,https://www.immobilienscout24.de/expose/104312647,8.43266529313
